D (m),L (m),P (kPa),G (kg m-2s-1),Tin (C),Xe (-),CHF (kW m-2)
0.01,1,14000,668,166.41,0.214,1818
0.01,1,14000,412,152.42,0.447,1440
0.01,2,14000,1103,113.43,0.12,1673
0.01,2,14000,2501,128.63,-0.031,3088
0.01,2,14000,2693,129.34,-0.044,3267
0.01,2,14000,2638,119.14,-0.057,3299
0.01,2,14000,1211,115.81,0.098,1786
0.01,2,14000,1329,111.29,0.053,1912
0.01,2,14000,1516,115.34,0.036,2113
0.01,2,14000,1825,122.47,0.013,2420
0.01,2,14000,1974,123.89,0.003,2577
0.01,2,14000,836,109.39,0.28,1465
0.01,2,14000,803,112.24,0.28,1395
0.01,2,14000,701,97.69,0.313,1302
0.01,2,14000,636,100.08,0.376,1227
0.0134,3.658,1056,2026.9,167.44,0.342,1396.7
0.0134,3.658,1035,2049.8,166.31,0.337,1396.7
0.0134,3.658,1028,2047.2,166.01,0.33,1368.3
0.0134,3.658,1090,2037.3,162.19,0.336,1431.4
0.0134,3.658,1090,2052.6,166.56,0.347,1448.1
0.0134,3.658,1076,2046,145.62,0.338,1576.4
0.0134,3.658,1070,2047.7,146.29,0.353,1625.6
0.0134,3.658,1070,2032.5,144.66,0.331,1544.9
0.0134,3.658,1070,2023.7,128.28,0.361,1779.8
0.0134,3.658,1028,2040.4,126.7,0.355,1774.4
0.0134,3.658,1746,2050.6,187.3,0.354,1431.4
0.0134,3.658,1732,2036.4,187.12,0.357,1431.4
0.0134,3.658,1773,2036.4,187.17,0.372,1489.7
0.0134,3.658,1760,2031.3,187.02,0.373,1490
0.0134,3.658,1739,2052.3,169.12,0.377,1663.1
0.0134,3.658,1704,2040.8,146.12,0.378,1837.8
0.0134,3.658,1725,2032.4,145.58,0.379,1842.9
0.0134,3.658,2594,2030.1,204.97,0.385,1491.3
0.0134,3.658,2560,2033.9,184.75,0.382,1649
0.0134,3.658,2539,2038.6,184.07,0.381,1652.1
0.0134,3.658,3050,2029.8,214.32,0.401,1513.4
0.0134,3.658,3050,2037.5,213.88,0.399,1516.5
0.0134,3.658,3436,2021.5,220.83,0.412,1522.8
0.0134,3.658,3429,2027.5,221.36,0.411,1519.7
0.0134,3.658,3485,2039,221.46,0.396,1481.8
0.0134,3.658,3491,2037.5,221.78,0.396,1478.7
0.0134,3.658,3464,2031.4,201.54,0.415,1705.7
0.0134,3.658,3464,2051.1,201.32,0.408,1700.3
0.0134,3.658,3450,2030.9,180.35,0.41,1863.7
0.0134,3.658,3491,2030.9,181.09,0.401,1829.9
0.0134,3.658,3478,2023.9,180.85,0.403,1831.5
0.0134,3.658,3485,2040.8,180.98,0.398,1831.2
0.0134,3.658,3871,1938.9,220.67,0.417,1510.2
0.0134,3.658,4292,2030.1,232.91,0.41,1485
0.0134,3.658,4285,2019.5,234.51,0.42,1494.5
0.0134,3.658,4402,2016.9,234.72,0.42,1497.6
0.0134,3.658,5175,2037.4,265.31,0.428,1308.8
0.0134,3.658,5182,2027.9,265.39,0.431,1312.5
0.0134,3.658,5182,2035.8,264.4,0.417,1283.2
0.0134,3.658,5182,2063.1,244.23,0.403,1444
0.0134,3.658,5203,2038.9,244.71,0.408,1440.9
0.0134,3.658,5161,2051.7,243.13,0.415,1483.1
0.0134,3.658,5168,2052.3,243.22,0.415,1481.5
0.0134,3.658,5161,2049.9,243.76,0.416,1478.4
0.0134,3.658,5092,2037,223.7,0.406,1611.1
0.0134,3.658,5141,2043.1,224.57,0.406,1611.1
0.0134,3.658,5161,2051.1,222.67,0.387,1576.4
0.0134,3.658,5150,2051.8,223.39,0.389,1576.4
0.0134,3.658,5168,2068.8,222.76,0.383,1576.4
0.0134,3.658,5147,2031,202.02,0.391,1746.7
0.0134,3.658,6935,2037.3,283.34,0.417,1194.9
0.0134,3.658,6948,2032.8,283.65,0.418,1191.8
0.0134,3.658,6914,2022.9,282.75,0.425,1213.9
0.0134,3.658,6921,2044,282.26,0.419,1213.9
0.0134,3.658,6879,2053.6,261.77,0.387,1324.2
0.0134,3.658,6879,2038.8,262.37,0.391,1321.1
0.0134,3.658,6921,2044.9,263.21,0.405,1358.9
0.0134,3.658,6900,2012,259.17,0.408,1380
0.0134,3.658,6893,2076.1,261.72,0.401,1380
0.0134,3.658,6907,2054.4,261.06,0.403,1378.1
0.0134,3.658,6921,2046.2,242.46,0.377,1469.2
0.0134,3.658,6852,2055.1,220.68,0.376,1660
0.0134,3.658,6921,2047.3,220.81,0.372,1645.8
0.0134,3.658,6859,2025.7,220.33,0.379,1648.3
0.0134,3.658,8597,2035.1,295.67,0.38,1041.6
0.0134,3.658,8604,2036.7,295.02,0.376,1038
0.0134,3.658,8646,2037.7,275.57,0.366,1208.9
0.0134,3.658,8611,2047.9,256.06,0.335,1314.7
0.0134,3.658,8660,2034.8,255.08,0.348,1351.9
0.0134,3.658,8660,2032.4,254.67,0.347,1351.4
0.0134,3.658,8646,2035.6,234.36,0.323,1470.5
0.0134,3.658,8701,2034.4,232.76,0.32,1478.4
0.0134,3.658,8673,2035.8,233.77,0.32,1467.9
0.0134,3.658,10467,2045.1,308.14,0.345,901.7
0.0134,3.658,10405,2040.1,308.02,0.345,898.6
0.0134,3.658,10398,2034.5,308.14,0.345,895.4
0.0134,3.658,10350,2042.2,287.46,0.316,1043.6
0.0134,3.658,10385,2035.5,288.67,0.318,1034.1
0.0134,3.658,10385,2031.6,288.11,0.326,1056.2
0.0134,3.658,10357,2037.4,267.72,0.291,1169.7
0.0134,3.658,10378,2039.7,267.49,0.297,1188.9
0.0134,3.658,10336,2040.8,267.33,0.297,1189.6
0.0134,3.658,10336,2027.5,245.74,0.264,1296.8
0.0134,3.658,10371,2035.9,245.84,0.262,1299.6
0.0134,3.658,12075,2009.7,298.28,0.252,848.4
0.0134,3.658,12116,2027.9,298.04,0.249,854.7
0.0134,3.658,12130,2022.6,277.78,0.22,988.2
0.0134,3.658,12151,2007.6,277.36,0.22,986.2
0.0134,3.658,12199,2047.9,277.55,0.211,987.2
0.0134,3.658,12082,2081.6,256.22,0.18,1129.1
0.0134,3.658,12054,2032.4,255.99,0.195,1135.4
0.0134,3.658,13041,2023,325.37,0.269,636.9
0.0134,3.658,13013,2020.7,325.34,0.27,636.9
0.0134,3.658,12944,2041.5,303.93,0.23,800.8
0.0134,3.658,12931,2043.8,303.84,0.231,804
0.0134,3.658,12938,2049.5,282.19,0.189,936.4
0.0134,3.658,13007,2032.5,282.92,0.194,936.4
0.0134,3.658,12931,2041.7,282.14,0.191,936.4
0.0134,3.658,13048,2032.5,304.33,0.222,781.9
0.0134,3.658,13048,2055.9,304.68,0.22,781.9
0.0134,3.658,13020,2061.2,305.71,0.226,785.1
0.0134,3.658,13807,2031.8,328.82,0.268,630.6
0.0134,3.658,13779,2035.8,329.23,0.271,630.6
0.0134,3.658,13807,2039.3,309.37,0.237,797.7
0.0134,3.658,13869,2039.3,308.77,0.224,781.9
0.0134,3.658,13938,2037.7,289.47,0.196,926.9
0.0134,3.658,13862,2045,287.37,0.191,936.4
0.0134,3.658,13786,2050.2,287.18,0.191,936.4
0.0134,3.658,13841,2047.9,265.27,0.164,1090.9
0.0134,3.658,13800,2035.5,265.55,0.168,1087.7
0.0134,3.658,14663,2037.5,315.12,0.249,797.7
0.0134,3.658,14663,2038.9,314.95,0.25,800.8
0.0134,3.658,14759,2050.7,293.19,0.196,936.4
0.0134,3.658,14773,2043.1,293.86,0.199,933.3
0.0134,3.658,15539,2015.7,338.43,0.31,652.6
0.0134,3.658,15525,2022,319.49,0.276,829.2
0.0134,3.658,15580,2025.8,319.7,0.286,848.1
0.0134,3.658,15560,2035.5,319.72,0.284,848.1
0.0134,3.658,15449,2033.9,319.46,0.285,848.1
0.0134,3.658,15518,2029.5,319.93,0.288,848.1
0.0134,3.658,15449,2022.2,318.81,0.261,807.1
0.0134,3.658,15511,2032.1,318.9,0.26,810.3
0.0134,3.658,15401,2026.4,296.87,0.217,958.5
0.0134,3.658,15663,2024.8,298.64,0.224,964.8
0.0134,3.658,15587,2041.2,298.81,0.231,980.5
0.0134,3.658,15622,2021.2,298.52,0.232,977.4
0.0134,3.658,15484,2045.3,297.12,0.206,949
0.0134,3.658,15456,2015,276.3,0.181,1087.7
0.0134,3.658,15656,2079.5,280.25,0.173,1081.4
0.0134,3.658,15642,2044.2,276.77,0.167,1084.6
0.0134,3.658,16712,2041.7,325.41,0.304,863.9
0.0134,3.658,16581,2031.8,325,0.303,857.6
0.0134,3.658,16684,2034.1,325.7,0.305,857.6
0.0134,3.658,16546,2043.8,304.31,0.246,993.2
0.0134,3.658,16463,2030.7,304.05,0.248,990
0.0134,3.658,17354,2040.1,347.45,0.37,693.6
0.0134,3.658,17395,2044.2,346.75,0.369,706.2
0.0134,3.658,17029,2043.4,329.26,0.329,870.2
0.0134,3.658,17216,2027.7,328.68,0.333,882.8
0.0134,3.658,17147,2040.9,328.67,0.337,892.3
0.0134,3.658,17160,2038.9,328.76,0.334,886
0.0134,3.658,17298,2040,328.3,0.333,895.4
0.0134,3.658,17326,2048.7,308.04,0.264,1018.4
0.0134,3.658,17278,2040,306.95,0.25,1002.3
0.0134,3.658,17374,2025.2,285.95,0.204,1135
0.0134,3.658,17933,2048,349.44,0.369,684.2
0.0134,3.658,17947,2042.7,349.18,0.37,687.3
0.0134,3.658,17912,2037,331.77,0.353,901.7
0.0134,3.658,17830,2020.8,331.81,0.357,898.6
0.0134,3.658,18175,2022.3,332.55,0.359,901.7
0.0134,3.658,17981,2029.2,332.25,0.353,895.4
0.0134,3.658,17885,2036.2,310.92,0.301,1059.4
0.0134,3.658,17906,2008.7,311.97,0.313,1053.1
0.0134,3.658,17864,2030.7,311.82,0.307,1056.2
0.0134,3.658,18009,2049.5,289.69,0.24,1198.1
0.0134,3.658,17926,2016.9,289.57,0.255,1198.1
0.0134,3.658,18623,2032.6,352.05,0.38,674.7
0.0134,3.658,18775,2026.9,335.34,0.363,892.3
0.0134,3.658,18947,2033.9,335.72,0.363,895.4
0.0134,3.658,18754,2018.4,335.34,0.369,895.4
0.0134,3.658,18692,2027.1,335.04,0.367,898.6
0.0134,3.658,18692,2042,334.44,0.37,917.5
0.0134,3.658,18616,2041.9,334.94,0.358,892.3
0.0134,3.658,18644,2022.7,334.39,0.354,886
0.0134,3.658,18720,2065,314.27,0.305,1075.1
0.0134,3.658,18740,2041.9,314.61,0.307,1062.5
0.0134,3.658,18734,2055.9,314.56,0.302,1062.5
0.0134,3.658,18692,2038.8,293.87,0.248,1191.8
0.0134,3.658,18671,2047.2,292.92,0.245,1201.2
0.0134,3.658,18609,2044.2,293.14,0.248,1198.1
0.0134,3.658,19375,2025.8,338.49,0.384,895.4
0.0134,3.658,19327,2050.4,338.41,0.379,898.6
0.0134,3.658,19355,2038.2,317.21,0.295,1040.4
0.0134,3.658,19361,2048.7,297.11,0.237,1182.3
0.00545,2.511,9550,1167.6,258.8,0.578,656.2
0.00545,2.511,9540,1855.1,263.59,0.407,787.7
0.00545,2.511,9550,4245.6,269.09,0.277,1337
0.00545,2.511,9590,4246.9,252.99,0.253,1448.3
0.00545,2.511,9570,4270.9,300.96,0.279,959.6
0.00545,2.511,9560,4291.9,283.75,0.298,1242.7
0.00545,2.511,9580,4318.1,301.04,0.275,956.4
0.00545,2.511,9560,4326.6,283.37,0.287,1221.4
0.00545,2.511,9580,4327.9,294.11,0.295,1112.8
0.00545,2.511,9570,4362.7,302.52,0.297,1014.3
0.00545,2.511,9550,4462.2,282.71,0.284,1259.6
0.00545,2.511,9630,4719.1,256.45,0.245,1542.3
0.00545,2.511,9620,4810,296.23,0.286,1176.4
0.00545,2.511,9710,4941.7,284.25,0.273,1346.5
0.00545,2.511,9610,4983.8,303.01,0.289,1127.9
0.00545,2.511,9710,5012.1,271.87,0.256,1478.2
0.00545,2.511,9550,5792.7,281.95,0.28,1631.9
0.00545,2.511,9580,5813.7,294.65,0.299,1504.6
0.00545,2.511,9580,5901.2,270.94,0.265,1779.6
0.00545,2.511,9570,5990,303.9,0.316,1451.4
0.00545,2.511,9520,6020.1,283.22,0.279,1664.5
0.00545,2.511,9640,6354.2,295.85,0.292,1593.6
0.00545,2.511,9630,6419,302.99,0.302,1512.8
0.00545,2.511,9570,6873.2,294.57,0.302,1794
0.00545,2.511,9560,6910.9,269.37,0.264,2106.7
0.00545,2.511,9570,6917.4,283.07,0.283,1940.8
0.00545,2.511,9560,6932.8,293.76,0.308,1856.8
0.00545,2.511,9510,6943.5,283.32,0.285,1948.6
0.00545,2.511,9520,6991.2,252.56,0.21,2169.9
0.00545,2.511,9520,6995,294.7,0.304,1829.1
0.00545,2.511,9580,7025.5,257.85,0.221,2144.4
0.00545,2.511,9560,7176.9,294.67,0.293,1822.2
0.00545,2.511,9550,7218.9,282.14,0.27,1975.9
0.00545,2.511,7030,4212.5,224.2,0.289,1690.5
0.00545,2.511,7030,4227.1,224.2,0.289,1696.5
0.00545,2.511,7030,4266.6,224.42,0.298,1740.8
0.00545,2.511,7050,4267.4,255.86,0.301,1409.5
0.00545,2.511,7040,4308.6,255.96,0.305,1433.2
0.00545,2.511,7040,4352.4,221.92,0.287,1762.8
0.00545,2.511,7050,5818,258.31,0.277,1768.1
0.00545,2.511,5030,4364.4,243.11,0.337,1553.6
0.008,0.75,1001,1019,116.3,0.497,3400
0.008,0.75,996,1003,154.93,0.563,3249
0.008,0.75,2977,1011,151.3,0.454,3178
0.008,0.75,2980,1000,170.53,0.524,3258
0.008,0.75,2977,988,210.07,0.571,2975
0.008,0.75,2987,2017,150.58,0.219,4079
0.008,0.75,2993,2028,191.01,0.261,3547
0.008,0.75,2997,3023,169.26,0.161,4600
0.008,0.75,3001,2986,189.37,0.181,4108
0.008,0.75,3002,4049,207.69,0.156,4135
0.008,1,539,1010,59.71,0.408,2437
0.008,1,525,997,60.11,0.4,2363
0.008,1,1002,1002,76.45,0.397,2447
0.008,1,1001,997,96.64,0.433,2404
0.008,1,1002,1000,115.17,0.459,2360
0.008,1,999,1004,133.62,0.484,2303
0.008,1,998,997,153.86,0.494,2152
0.008,1,1976,995,128.87,0.563,2820
0.008,1,1976,994,168.62,0.594,2593
0.008,1,1978,1005,188.01,0.605,2493
0.008,1,1987,2014,127.75,0.33,3921
0.008,1,1988,1977,143.94,0.357,3773
0.008,1,1985,1997,164.72,0.376,3580
0.008,1,2001,3025,126.72,0.221,4647
0.008,1,2004,3033,145.07,0.238,4367
0.008,1,2010,3020,163.54,0.271,4215
0.008,1,2016,4038,125.48,0.159,5265
0.008,1,2974,1001,150.78,0.565,2763
0.008,1,2977,989,169.32,0.603,2702
0.008,1,2970,1008,189.44,0.606,2587
0.008,1,2971,991,208.19,0.62,2424
0.008,1,2979,2020,169.13,0.329,3519
0.008,1,2980,2016,188.96,0.357,3353
0.008,1,2978,2000,208.99,0.389,3189
0.008,1,2990,3012,148.54,0.188,4260
0.008,1,2987,3015,187.51,0.235,3722
0.008,1,2994,2998,207.76,0.268,3494
0.008,1,3009,4032,148.93,0.126,4773
0.008,1,3012,4029,167.96,0.144,4358
0.008,1,3008,4032,188.6,0.169,3963
0.008,1,3007,6067,147.95,0.046,5483
0.008,1.4,996,1017,123.15,0.499,1772
0.008,1.4,999,995,141.34,0.569,1819
0.008,1.4,2978,1002,138.73,0.593,2119
0.008,1.4,2984,998,158.4,0.606,2023
0.008,1.4,2983,1011,177.45,0.608,1935
0.008,1.4,2979,1014,196.57,0.605,1808
0.008,1.4,2983,1009,217.41,0.609,1671
0.008,1.4,2993,2008,138.8,0.347,2966
0.008,1.4,2992,2021,158.1,0.366,2840
0.008,1.4,2991,2001,177.15,0.383,2660
0.008,1.4,2989,2001,196.99,0.393,2452
0.008,1.4,2982,4052,137.17,0.159,4024
0.008,1.4,2991,3995,174.64,0.214,3572
0.008,1.4,2975,6060,135.15,0.067,4642
0.008,1.8,1002,1021,99.54,0.527,1556
0.008,1.8,998,997,111.91,0.536,1481
0.008,1.8,995,1003,128.99,0.543,1424
0.008,1.8,996,1005,141.68,0.542,1365
0.008,1.8,995,1008,156.73,0.542,1294
0.008,1.8,996,999,170.81,0.548,1228
0.008,1.8,1996,1011,108.17,0.62,1809
0.008,1.8,1999,1007,127.84,0.615,1700
0.008,1.8,1997,1005,166.65,0.65,1582
0.008,1.8,2006,2000,104.89,0.412,2707
0.008,1.8,2008,2015,143.55,0.431,2435
0.008,1.8,2007,2009,163.46,0.437,2258
0.008,1.8,2006,2006,184.68,0.449,2091
0.008,1.8,1995,1996,202.33,0.448,1892
0.008,1.8,2977,1010,133.31,0.623,1746
0.008,1.8,2984,1000,134.4,0.61,1699
0.008,1.8,2985,1002,149.14,0.628,1667
0.008,1.8,2984,999,168.32,0.665,1644
0.008,1.8,2984,1014,178.15,0.658,1605
0.008,1.8,2983,996,197.32,0.669,1503
0.008,1.8,2993,1014,208.84,0.698,1531
0.008,1.8,2975,1006,210.47,0.681,1475
0.008,1.8,2981,1997,131.75,0.401,2567
0.008,1.8,2991,2009,132.19,0.387,2524
0.008,1.8,2996,1997,133.23,0.418,2622
0.008,1.8,2992,2018,147.19,0.391,2408
0.008,1.8,2990,2016,166.6,0.399,2249
0.008,1.8,2992,2000,176.49,0.416,2200
0.008,1.8,2995,1994,196.44,0.428,2041
0.008,1.8,2992,2013,210.14,0.436,1950
0.008,1.8,2981,1985,210.37,0.454,1991
0.008,1.8,3005,3013,132.24,0.297,3226
0.008,1.8,3000,3020,170.47,0.331,2867
0.008,1.8,3003,3029,206.16,0.352,2456
0.008,1.8,3006,3020,224.35,0.361,2216
0.008,1.8,3014,4032,156.23,0.249,3437
0.008,1.8,3016,4042,174.22,0.269,3242
0.008,2.5,1011,1003,92.1,0.561,1177
0.008,2.5,1010,1003,131.77,0.569,1054
0.008,2.5,1008,996,150.82,0.553,958
0.008,2.5,1007,1024,151.47,0.548,973
0.008,2.5,1004,995,170.25,0.559,897
0.008,2.5,2982,1002,146.05,0.706,1323
0.008,2.5,2980,991,166.63,0.737,1281
0.008,2.5,2982,1002,187.87,0.73,1210
0.008,2.5,2980,1009,206.82,0.734,1155
0.008,2.5,2987,2012,165.16,0.477,1839
0.008,2.5,2988,2021,185.05,0.481,1718
0.008,2.5,2985,2012,206.04,0.483,1563
0.008,2.5,2988,2001,225.95,0.486,1413
0.008,2.5,3002,4039,141.79,0.296,2923
0.008,2.5,3001,4040,161.29,0.304,2686
0.008,3.5,1003,1006,88.65,0.515,796
0.008,3.5,1000,1002,112,0.513,735
0.008,3.5,1000,997,130.62,0.521,694
0.008,3.5,999,1011,168.88,0.518,603
0.008,3.5,1981,1004,125.24,0.628,887
0.008,3.5,1981,995,143.75,0.655,863
0.008,3.5,1983,997,164.67,0.66,818
0.008,3.5,1979,1009,184.65,0.656,772
0.008,3.5,1988,2017,121.42,0.43,1348
0.008,3.5,1989,1978,140.23,0.435,1242
0.008,3.5,1990,1989,160.25,0.431,1140
0.008,3.5,2999,1001,126.71,0.676,959
0.008,3.5,2999,1002,148.72,0.707,937
0.008,3.5,2999,989,189.1,0.749,867
0.008,3.5,3000,1004,204.77,0.746,836
0.008,3.5,3003,2010,165.02,0.481,1319
0.008,3.5,3003,2022,185.34,0.476,1212
0.008,3.5,2984,1993,203.58,0.479,1106
0.008,3.5,3000,2004,220.34,0.472,1008
0.008,3.5,2985,2006,223.09,0.488,1025
0.008,3.5,3002,2005,223.19,0.483,1015
0.008,3.5,3008,3023,142.14,0.349,1734
0.008,3.5,3009,3000,161.68,0.371,1638
0.008,3.5,3008,3023,181.59,0.376,1511
0.008,3.5,3998,1983,178.13,0.502,1331
0.008,3.5,3999,2009,207.14,0.503,1200
0.008,3.5,3991,2005,238.37,0.515,1052
0.008,3.5,3999,1992,241.43,0.514,1027
0.008,3.5,4000,2015,241.44,0.515,1040
0.008,3.5,4005,4035,176.87,0.32,1966
0.008,3.5,4007,4044,203.5,0.331,1734
0.0025,0.2,1144,5317.5,18.9,0.0475,13345
0.0025,0.2,1366,5459.2,22.2,0.0184,13078
0.004,0.4,107,2204.4,19.2,0.2875,5469
0.0157,2.44,1060,4091,78,0.1548,4980
0.00811,1,3010,2498.3,223.13,0.317,3141
0.00811,1,2960,3014.8,223.48,0.292,3486
0.00811,1,4990,1254.3,253.95,0.6,2628
0.00811,1,5000,1502,254.08,0.522,2759
0.00811,1,5030,2007.7,254.05,0.41,2941
0.00811,1,5020,2502.3,253.52,0.336,3061
0.00811,1,4980,3000,253.41,0.286,3162
0.00811,1,5010,3994.7,253.39,0.214,3274
0.00811,1,7010,750.9,276.3,0.781,1867
0.00811,1,7010,1002.3,275.72,0.657,2119
0.00811,1,6990,1252.1,275.52,0.569,2311
0.00811,1,7000,1500.1,276.39,0.474,2322
0.00811,1,7020,2015.4,276.78,0.359,2404
0.00811,1,6970,2512.7,275.51,0.292,2510
0.00811,1,6990,3032,274.75,0.232,2501
0.00811,1,7000,4005.5,276.58,0.179,2593
0.00811,1,7010,5006.4,276.11,0.132,2546
0.00811,1,10060,752.8,300.95,0.655,1405
0.00811,1,10010,1000.2,301.61,0.513,1480
0.00811,1,10000,1255.4,301.01,0.438,1614
0.00811,1,10020,1504.9,301.34,0.379,1694
0.00811,1,10000,2524.9,301.36,0.225,1801
0.00811,1,9910,3021.5,301.35,0.186,1829
0.00811,1,10020,4003.1,300.46,0.129,1880
0.00811,1,10010,5023.4,300.73,0.102,1993
0.00811,1,12010,1005.7,314.66,0.429,1170
0.00811,1,12020,1248.4,314.9,0.374,1283
0.00811,1,12030,2004.2,315.13,0.237,1395
0.00811,1,12020,2492.9,315.54,0.191,1446
0.00811,1,12060,4018.4,314.03,0.121,1742
0.00811,1,12000,5014.9,314.92,0.111,1983
0.00811,1,14020,1001,326.31,0.387,988
0.00811,1,14020,1503.8,327.51,0.286,1133
0.00811,1,14030,1993.5,326.23,0.209,1203
0.00811,1,14010,2519.4,327,0.169,1278
0.00811,1,14000,3065,326.64,0.151,1446
0.00811,1,14020,5032.6,327.06,0.131,2136
0.00811,1,16020,1000.1,337.11,0.353,837
0.00811,1,16010,1254.4,337.46,0.293,900
0.00811,1,16030,1504.9,337.17,0.257,986
0.00811,1,16020,1997.8,338.05,0.222,1151
0.00811,1,16030,2504.3,337.58,0.201,1365
0.00811,1,16020,3024.5,337.92,0.191,1570
0.00811,1,16010,4008.8,338.13,0.179,1972
0.00811,2,1020,502.1,159.91,0.681,744
0.00811,2,1000,1503.5,170.07,0.445,1431
0.00811,2,1000,1998.3,169.84,0.392,1690
0.00811,2,2000,500.6,192.86,0.862,872
0.00811,2,2020,997.6,202.08,0.636,1264
0.00811,2,2000,1249.2,202.23,0.544,1362
0.00811,2,1990,1501.2,201.75,0.48,1453
0.00811,2,1990,2003.1,202.42,0.4,1626
0.00811,2,2000,500.9,112.07,0.887,1074
0.00811,2,2000,750.8,113.01,0.753,1414
0.00811,2,2030,997.4,112.41,0.663,1710
0.00811,2,2010,1257.4,112.81,0.58,1952
0.00811,2,1990,1504,112.5,0.517,2155
0.00811,2,3000,1000,224.88,0.693,1305
0.00811,2,2990,1254.5,223.61,0.593,1415
0.00811,2,3020,1516,224.18,0.52,1507
0.00811,2,2990,2001.4,223.83,0.44,1698
0.00811,2,2990,2501,224.05,0.383,1859
0.00811,2,3010,502,134.22,0.933,1078
0.00811,2,3010,750.2,133.99,0.835,1478
0.00811,2,3010,1000,133.28,0.716,1757
0.00811,2,3010,1505.1,133.52,0.55,2187
0.00811,2,2980,2499,133.85,0.394,2915
0.00811,2,5020,1005.5,253.31,0.769,1340
0.00811,2,5000,1499,253.47,0.564,1485
0.00811,2,4990,2012.3,253.95,0.464,1653
0.00811,2,4990,2499.9,253.13,0.398,1791
0.00811,2,5000,3014.2,254.49,0.353,1911
0.00811,2,4990,4025,253.34,0.299,2215
0.00811,2,5010,4997.9,254,0.267,2470
0.00811,2,5000,752.7,163.84,0.874,1446
0.00811,2,4990,1255.5,163.92,0.646,1933
0.00811,2,4990,1501.4,164.16,0.567,2114
0.00811,2,5000,2505.9,164.53,0.379,2741
0.00811,2,5080,4001.4,164.29,0.217,3317
0.00811,2,5000,5017.3,164.3,0.139,3491
0.00811,2,7010,751.4,275.72,0.863,1031
0.00811,2,7030,1003.8,275.73,0.731,1174
0.00811,2,7010,1250.2,275.91,0.612,1234
0.00811,2,7030,2507,276.5,0.375,1562
0.00811,2,7040,3020.7,275.64,0.33,1690
0.00811,2,7020,4001.9,276.21,0.281,1927
0.00811,2,6960,6034.8,275.99,0.216,2295
0.00811,2,7000,753,186.27,0.824,1309
0.00811,2,7000,1003.1,186.27,0.712,1572
0.00811,2,7010,1258.6,186.16,0.598,1755
0.00811,2,6970,1506.8,186.38,0.519,1916
0.00811,2,6990,2005.6,187.07,0.402,2187
0.00811,2,7000,2496.3,185.36,0.311,2395
0.00811,2,7000,4005.4,185.82,0.129,2723
0.00811,2,7000,4995.1,186.5,0.077,2978
0.00811,2,10040,501.6,290.89,0.883,648
0.00811,2,10010,755.6,300.56,0.712,763
0.00811,2,10010,1001.6,300.56,0.577,833
0.00811,2,10010,1250.9,300.91,0.482,878
0.00811,2,10000,1495.3,301.18,0.426,935
0.00811,2,10020,2510.6,301.16,0.307,1175
0.00811,2,9980,3018.7,301.03,0.271,1268
0.00811,2,10000,5035.4,301.18,0.202,1646
0.00811,2,9980,6054.2,301.2,0.196,1933
0.00811,2,10000,552.1,210.78,0.834,895
0.00811,2,9980,750.5,210.59,0.651,1035
0.00811,2,10020,1009.1,210.97,0.527,1223
0.00811,2,10050,1251.5,210.82,0.458,1403
0.00811,2,9990,1499.6,211.13,0.383,1528
0.00811,2,9980,1996.8,211.04,0.284,1771
0.00811,2,10010,3006.2,210.66,0.137,2087
0.00811,2,10010,6015.9,210.66,0.043,3421
0.00811,2,12020,506.7,303.92,0.739,516
0.00811,2,12030,753.3,314.31,0.577,573
0.00811,2,11990,1000.8,314.36,0.498,666
0.00811,2,12000,1260.2,314.76,0.412,705
0.00811,2,11990,1503.8,314.53,0.361,751
0.00811,2,12010,2015.9,314.34,0.292,844
0.00811,2,12000,3998.3,314.43,0.205,1252
0.00811,2,11990,6085.7,315.01,0.207,1895
0.00811,2,12010,507.6,223.6,0.712,706
0.00811,2,12000,1001.4,223.52,0.462,1092
0.00811,2,12000,1248.5,224.39,0.37,1220
0.00811,2,11980,1508.2,224.43,0.29,1328
0.00811,2,11990,2013.6,224.3,0.188,1527
0.00811,2,11990,2513.5,224.52,0.142,1764
0.00811,2,12000,3007.3,224.17,0.105,1983
0.00811,2,12010,4011.2,225.14,0.067,2444
0.00811,2,12000,4995.3,224.39,0.055,2988
0.00811,2,11990,6005.5,224.96,0.044,3491
0.00811,2,14020,503.7,316.06,0.686,444
0.00811,2,14010,750.3,325.95,0.555,508
0.00811,2,14010,1003.6,325.8,0.464,581
0.00811,2,14000,1504.3,326.64,0.342,664
0.00811,2,13990,2005.7,326.72,0.281,753
0.00811,2,13990,2511,326.28,0.234,823
0.00811,2,14010,3021.3,326.4,0.229,973
0.00811,2,13990,4020.7,326.28,0.229,1296
0.00811,2,13990,5060.1,326.58,0.225,1599
0.00811,2,13980,6038.9,326.21,0.222,1902
0.00811,2,14010,501.6,235.78,0.64,627
0.00811,2,14000,750.5,236.12,0.466,796
0.00811,2,13980,1259.6,237.03,0.285,1083
0.00811,2,14030,1501.1,236.38,0.231,1210
0.00811,2,14000,1999.6,236.56,0.158,1453
0.00811,2,13990,2996.5,235.39,0.1,2004
0.00811,2,14020,4988.1,237.59,0.068,3113
0.00811,2,16000,502.2,327.71,0.609,364
0.00811,2,16020,999.5,337.11,0.448,507
0.00811,2,16020,1253.8,337.52,0.392,566
0.00811,2,16020,1506.8,337.25,0.335,603
0.00811,2,16030,2000.8,337.85,0.312,748
